sectionID;Name;Title;x;y;time;delay
11;PAWEŁ DAUDZWARD;;;;;
11;;;;;;
11;;credits_SOUND_DESIGNERS;;;;
11;FELIX TIEVANT;;;;;
11;HANNA KUBIAK;;;;;
11;PIOTR MALINOWSKI;;;;;
11;;;;;;
11;;credits_SENIOR_LOCALIZATION_PROJECT_MANAGER;;;;
11;AINARA ECHANIZ OLAIZOLA;;;;;
11;;;;;;
11;;credits_LOCALIZATION_COORDINATOR;;;;
11;DAVID TRIEU;;;;;
11;;;;;;
11;;credits_ENGLISH_TRANSLATION;;;;
11;TRAVIS CURRIT;;;;;
11;;;;;;
11;;credits_ADDITIONAL_ENGLISH_TRANSLATION;;;;
11;KAROLINA NIEWĘGŁOWSKA;;;;;
11;MARTA S. ANDRZEJAK;;;;;
11;;;;;;
11;;credits_CONTENT_QA_COORDINATORS;;;;
11;ŁUKASZ BABIEL;;;;;
11;FILIP DOWNAR;;;;;
11;;;;;;
11;;credits_CHARACTERS_QA;;;;
11;MACIEJ FRONCZAK;;;;;
11;;;;;;
11;;credits_LOCATIONS_QA;;;;
11;MICHAŁ LEMIESZ;;;;;
11;MICHAŁ UZNAŃSKI;;;;;
11;;;;;;
11;;credits_AUDIO_QA;;;;
11;ADRIAN JAKUBIAK;;;;;
11;;;;;;
11;;credits_UI_QA;;;;
11;JERZY PAŹ;;;;;
11;;;;;;
11;;credits_RPG_QA;;;;
11;MIKOŁAJ BŁASZCZAK;;;;;
11;ANDRZEJ ZAWADZKI;;;;;
11;PAWEŁ BĘDZIECHOWSKI;;;;;
11;;;;;;
11;;credits_COMBAT_MOVEMENT_QA;;;;
11;TOMASZ DETYNA;;;;;
11;;;;;;
11;;credits_ANIMATIONS_QA;;;;
11;ADAM SAJKOWSKI;;;;;
11;;;;;;
11;;credits_CINEMATICS_QA;;;;
11;MICHAŁ ZBRZEŹNIAK;;;;;
11;;;;;;
11;;credits_TECH_AND_REVIEW_QA;;;;
11;MARCIN MAJEWSKI;;;;;
11;MATEUSZ SYKUŁA;;;;;
11;;;;;;
11;;credits_LIVING_WORLD_QA_COORDINATOR;;;;
11;BARTOSZ CZECHOWSKI;;;;;
11;;;;;;
11;;credits_LIVING_WORLD_QA;;;;
11;JAKUB OLEKSÓW;;;;;
11;ZUZANNA CZERNIAKOWSKA;;;;;
11;;;;;;
11;;credits_CODE_QA;;;;
11;MARIUSZ ANTKIEWICZ;;;;;
11;;;;;;
11;;credits_GAME_QA_COORDINATORS;;;;
11;MACIEJ LEMIESZ;;;;;
11;KATARZYNA WŁADYKA;;;;;
11;KACPER ŁUKASZEWSKI;;;;;
11;;;;;;
11;;credits_GAME_QA;;;;
11;PRZEMYSłAW TARCZYŃSKI;;;;;
11;MONIKA GLINIECKA;;;;;
11;KATARZYNA BUJKO;;;;;
11;ARTUR KEPEN;;;;;
11;URSZULA CZAPNIK;;;;;
11;RACIBOR KEMPA;;;;;
11;MARCIN KULIKOWSKI;;;;;
11;JAKUB SKONECZNY;;;;;
11;MICHAŁ SADOWSKI;;;;;
11;MARCIN PIEPRZOWSKI;;;;;
11;MACIEJ SZUBA;;;;;
11;MONIKA JANOWSKA;;;;;
11;KRZYSZTOF NESZPER;;;;;
11;JAKUB ŻÓŁTAK;;;;;
11;ANDRZEJ MARUT;;;;;
11;MATEUSZ KUKLA;;;;;
11;;;;;;
11;;credits_LOCALIZATION_QA;;;;
11;MARTA S. ANDRZEJAK;;;;;
11;;;;;;
11;;credits_TECH_QA_COORDINATOR;;;;
11;JAKUB MOKOSA;;;;;
11;;;;;;
11;;credits_TECH_QA;;;;
11;MACIEJ ZNOSKO;;;;;
11;MARTYNA LIPIŃSKA;;;;;
11;TOMASZ HERBRICH;;;;;
11;KAROL NERLO;;;;;
11;DZMITRY ANANCHUK;;;;;
11;;;;;;
11;;credits_COMPLIANCE_QA_COORDINATOR;;;;
11;NATALIA KULTYS;;;;;
11;;;;;;
11;;credits_COMPLIANCE;;;;
11;MICHAŁ REJMAN;;;;;
11;;;;;;
11;;credits_TECHNICAL_SUPPORT;;;;
11;;;;;;
11;;credits_TECHNICAL_SUPPORT_LEAD;;;;
11;KAROLINA NIEWĘGŁOWSKA;;;;;
11;;;;;;
11;;credits_CUSTOMER_SERVICE_SPECIALISTS;;;;
11;GRZEGORZ ARWAR;;;;;
11;AMELIA KOŁAT;;;;;
11;KAROL PYZIAK;;;;;
11;JAKUB WOŹNIAKOWSKI;;;;;
11;;;;;;
11;;credits_TECHNICAL_ARTISTS;;;;
11;ŁUKASZ HORZELSKI;;;;;
11;JAKUB MADEŁA;;;;;
11;EMIL DZIEWANOWSKI;;;;;
11;TYMOTEUSZ GŁOWACKI;;;;;
11;ALEX SOLIVEN;;;;;
11;;;;;;
11;;credits_GAMEPLAY_PROGRAMMERS;;;;
11;PAWEŁ MARKOWSKI
11;TOMASZ WÓJCIK;;;;;
11;MICHAŁ SŁAPA;;;;;
11;PIOTR BRENDEL;;;;;
11;FILIP PIERŚCIŃSKI;;;;;
11;MICHAŁ SOBIECKI;;;;;
11;TETYANA MELESHCHENKO;;;;;
11;DANIEL BETKE;;;;;
11;MACIEJ SAWITUS;;;;;
11;TOMASZ CZARNY;;;;;
11;DMYTRO KULYKOV;;;;;
11;SZYMON IWAŃSKI;;;;;
11;OLIVER LOCKWOOD;;;;;
11;RADOSŁAW GRABOWSKI;;;;;
11;ŁUKASZ ŁUKASIK;;;;;
11;PIOTR KOWALCZYK;;;;;
11;ANDRZEJ DRABAREK;;;;;
11;JAROSŁAW BĄCZYK;;;;;
11;JASON SLAMA;;;;;
11;;;;;;
11;;credits_ENGINE_PROGRAMMERS;;;;
11;ADAM CICHOCKI;;;;;
11;CHARLES TREMBLAY-CORBEIL;;;;;
11;COLIN WALDER;;;;;
11;DAVID BLOCK;;;;;
11;ŁUKASZ WOŁOWIEC;;;;;
11;ŁUKASZ MROZOWSKI-ZIĘBA;;;;;
11;ADRIAN DĄBROWSKI;;;;;
11;JORDI POZO PRADES;;;;;
11;JOWITA HĄCIA;;;;;
11;ŁUKASZ KADEJ;;;;;
11;PRZEMYSŁAW CZATROWSKI;;;;;
11;TIM GREEN;;;;;
11;ADAM DUTKIEWICZ;;;;;
11;WOJCIECH STERNA;;;;;
11;DANIEL NEVE;;;;;
11;WOJCIECH CZARNY;;;;;
11;KAMIL NOWAKOWSKI;;;;;
11;ŁUKASZ NIZIK;;;;;
11;PIOTR OBRZUT;;;;;
11;;;;;;
11;;credits_ANIMATION_PIPELINE_TD;;;;
11;MICHAŁ KRUPA;;;;;
11;;;;;;
11;;credits_GWENT_DESIGNED_BY;;;;
11;DAMIEN MONNIER;;;;;
11;RAFAŁ JAKI;;;;;
11;;;;;;
11;;credits_GWENT_SKELLIGE_DECK_ART;;;;
11;KATARZYNA LUDWICZAK;;;;;
11;KATARZYNA REDESIUK;;;;;
11;BARTŁOMIEJ GAWEŁ;;;;;
11;MAREK MADEJ;;;;;
11;MARTA DETTLAFF;;;;;
11;ANNA PODEDWORNA;;;;;
11;ALICJA UŻAROWSKA;;;;;
11;NAMANJA STANKOVIC;;;;;
11;ALEKSANDRA WOJTAS;;;;;
11;ZUZANNA KAPUŚCIŃSKA;;;;;
11;;;;;;
11;;credits_ADDITIONAL_QUEST_DESIGNERS;;;;
11;NIKOLAS KOLM;;;;;
11;STEPHEN RHODES;;;;;
11;YASEN STOYNEV;;;;;
11;;;;;;
11;;credits_ADDITIONAL_WRITING;;;;
11;BARTOSZ OCHMAN;;;;;
11;;;;;;
11;;credits_ADDITIONAL_DESIGN_DIRECTION;;;;
11;MICHAŁ GAŁEK;;;;;
11;;;;;;
11;;credits_ADDITIONAL_ENVIRONMENT_ART;;;;
11;SEBASTIAN SPŁUSZKA;;;;;
11;FABIAN KUBICKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_LIVING_WORLD_DESIGNERS;;;;
11;PHILIPP WEBER;;;;;
11;SARAH GRÜMMER;;;;;
11;;;;;;
11;;credits_ADDITIONAL_GAME_DESIGNERS;;;;
11;PATRYK FIUTOWSKI;;;;;
11;RYAN PERGENT;;;;;
11;JERZY PAŹ;;;;;
11;;;;;;
11;;credits_ADDITIONAL_UI_ART;;;;
11;ANNA KUŹMIŃSKA;;;;;
11;KAROLINA SZCZEPANIK;;;;;
11;DOMINIK KOŚLIN;;;;;
11;IGOR FIRKOWSKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_CONCEPT_ARTISTS;;;;
11;ANDRZEJ DYBOWSKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_GAMEPLAY_ANIMATION;;;;
11;SOHEYL MOHAMMAD;;;;;
11;SANTIAGO SOLARTE DIAGO;;;;;
11;;;;;;
11;;credits_ADDITIONAL_TECHNICAL_ARTISTS;;;;
11;MATEUSZ POPŁAWSKI;;;;;
11;KRZYSZTOF JĘDRZEJEK;;;;;
11;;;;;;
11;;credits_ADDITIONAL_POST_PRODUCTION_SOUND_DESIGN;;;;
11;RICHARD DEKKARD (ORPHIC MEDIA);;;;;
11;;;;;;
11;;credits_ADDITIONAL_QA;;;;
11;AMELIA KOŁAT;;;;;
11;KAROL PYZIAK;;;;;
11;GRZEGORZ ARWAR;;;;;
11;JAKUB WOŹNIAKOWSKI;;;;;
11;PIOTR RZEŃCA;;;;;
11;;;;;;
11;;credits_MOCAP_ACTORS;;;;
11;MACIEJ KWIATKOWSKI (Geralt);;;;;
11;SŁAWOMIR KUREK;;;;;
11;MICHAŁ CZADERNA;;;;;
11;ANDRZEJ SKORUPA (Geralt);;;;;
11;HANNA KONAROWSKA;;;;;
11;PAULINA RACZYŁO;;;;;
11;MAURYCY LYCZKO;;;;;
11;ZOFIA SCHWINKE;;;;;
11;ANDRZEJ PIEŃKO;;;;;
11;MARTA MARZĘCKA;;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_MUSIC;;;;
11;;;;;;
11;;credits_MUSIC_COMPOSED_BY;;;;
11;MARCIN PRZYBYŁOWICZ;;;;;
11;MIKOLAI STROINSKI;;;;;
11;PIOTR MUSIAŁ;;;;;
11;;;;;;
11;;credits_ADDITIONAL_MUSIC;;;;
11;PRZEMYSŁAW LASZCZYK;;;;;
11;PERCIVAL;;;;;
11;;;;;;
11;;credits_ORIGINAL_WITCHER_THEME;;;;
11;ADAM SKORUPA & PAWEŁ BŁASZCZAK;credits_COMPOSED_BY;;;;
11;;;;;;
11;PERFORMERS;credits_INSTRUMENTS;;;;
11;MIKOŁAJ RYBACKI;credits_BOUZOUKI_SAZ;;;;
11;KATARZYNA BROMIRSKA;credits_KEMENCHE_CELLO_ELECTRIC_CELLO_ETC;;;;
11;CHRISTINA BOGDANOWA;credits_VOCALS;;;;
11;JOANNA LACHER;credits_VOCALS;;;;
11;ROBERT JAWORSKI;credits_LUTE_HURDY;;;;
11;AMIR YAGHMAI;credits_KEMENCHE_VIOLIN;;;;
11;JESSICA JEZA VAUTOUR;credits_VOCALS;;;;
11;KATARZYNA BIENIAS;credits_SOPRANO;;;;
11;RAFAŁ GRZĄKA;credits_ACCORDION_BANDONEON;;;;
11;;;;;;
11;;credits_RECORDED_AT;;;;
11;SOUND AND MORE;;;;;
11;;;;;;
11;RAFAŁ SMOLEŃ;credits_RECORDING_ENGINEER;;;;
11;MARK EVANS;credits_MASTERING;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_VO_RECORDING_AND_TRANSLATION;;;;
11;;;;;;
11;;credits_ENGLISH_VOICEOVERS;;;;
11;SIDE;;;;;
11;;;;;;
11;;credits_SENIOR_PRODUCTION_MANAGER;;;;
11;SINI DOWNING;;;;;
11;;;;;;
11;;credits_ASSISTANT_PRODUCTION_MANAGER;;;;
11;LAETITIA AMOROS;;;;;
11;;;;;;
11;;credits_PRODUCTION_ASSISTANT;;;;
11;ANDREW SKILLEN;;;;;
11;;;;;;
11;;credits_LEAD_VOICE_DIRECTOR;;;;
11;KATE SAXON;;;;;
11;;;;;;
11;;credits_ADDITIONAL_VOICE_DIRECTOR;;;;
11;DAMIEN GOODWIN;;;;;
11;;;;;;
11;;credits_ARTISTIC_SUPERVISION_CPR
11;BORYS PUGACZ-MURASZKIEWICZ;;;;;
11;;;;;;
11;;credits_VOICE_RECORDING_ENGINEERS;;;;
11;JAMES BATTLEY;;;;;
11;NICK GRATWICK;;;;;
11;;;;;;
11;;credits_DIALOGUE_POSTPRO_SUPERVISOR;;;;
11;DUNCAN GILLIES;;;;;
11;;;;;;
11;;credits_DIALOGUE_POSTPRO;;;;
11;KYLE NICHOL;;;;;
11;;;;;;
11;;credits_CAST;;;;
11;DOUG COCKLE ;credits_GERALT;;;;
11;MYANNA BURING;credits_ANNAHENRIETTA;;;;
11;ANTONIA BERNATH;credits_SYANNA;;;;
11;MARK NOBLE;credits_REGIS;;;;
11;TOM GOODMAN-HILL;credits_DAMIEN;;;;
11;ANDREW GREENOUGH;credits_DETTLAFF;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_POLISH_VOICEOVERS;;;;
11;STUDIO PRL SP. Z O.O.;;;;;
11;;;;;;
11;;credits_PRODUCTION_MANAGER;;;;
11;MACIEJ JASTRZĘBSKI;;;;;
11;;;;;;
11;;credits_SCRIPT_EDITOR;;;;
11;AGATA BORNUS;;;;;
11;;;;;;
11;;credits_VOICE_DIRECTOR;;;;
11;MICHAŁ KONARSKI;;;;;
11;;;;;;
11;;credits_ARTISTIC_SUPERVISION_CPR;;;;
11;MIKOŁAJ JASTRZĘBSKI-SZWED;;;;;
11;ARKADIUSZ BOROWIK;;;;;
11;KAROLINA STACHYRA;;;;;
11;MAGDALENA ZYCH;;;;;
11;;;;;;
11;;credits_AUDIO_ENGINEERING;;;;
11;ALEKSANDER CHERCZYŃSKI;;;;;
11;WOJCIECH SŁAWACKI;;;;;
11;;;;;;
11;;credits_DIALOGUE_POSTPRO;;;;
11;ALEKSANDER CHERCZYŃSKI;;;;;
11;SZYMON BIAŁEK;;;;;
11;JERZY PIENIĄŻEK;;;;;
11;;;;;;
11;;credits_CAST;;;;
11;JACEK ROZENEK;credits_GERALT;;;;
11;AGNIESZKA GRANKOWSKA;credits_ANNAHENRIETTA;;;;
11;IZABELA BUKOWSKA;credits_SYANNA;;;;
11;JAN FRYCZ;credits_REGIS;;;;
11;PRZEMYSŁAW GLAPIŃSKI;credits_DAMIEN;;;;
11;JACEK KRÓL;credits_DETTLAFF;;;;
11;;;;;;
11;;credits_ROACH;;;;
11;WOJCIECH MANN;;;;;
11;;;;;;
11;;credits_POLISH_EDITING;;;;
11;PAWEŁ CIEMNIEWSKI;;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_GERMAN_LOCALIZATION;;;;
11;SYNTHESIS DEUTSCHLAND GMBH;;;;;
11;;;;;;
11;;credits_PROJECT_MANAGEMENT;;;;
11;MICHAEL DENKERS;;;;;
11;;;;;;
11;;credits_TRANSLATION_EDITING;;;;
11;SONJA KROLL;;;;;
11;ULRICH ONKEN;;;;;
11;CONSTANZE VOGL;;;;;
11;GERALD PAETSCH;;;;;
11;ROLAND AUSTINAT;;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_GERMAN_VOICEOVERS;;;;
11;G&G TONSTUDIOS W. GROSSMANN UND TH. GESELL GMBH;;;;;
11;;;;;;
11;;credits_PRODUCTION_MANAGER;;;;
11;THOMAS GESELL;;;;;
11;;;;;;
11;;credits_VOICE_DIRECTOR;;;;
11;JÖRN FRIESE;;;;;
11;;;;;;
11;;credits_ARTISTIC_SUPERVISION_CPR;;;;
11;MIKOŁAJ JASTRZĘBSKI-SZWED;;;;;
11;;;;;;
11;;credits_AUDIO_ENGINEERING;;;;
11;TOM HIRSCH;;;;;
11;;;;;;
11;;credits_CAST;;;;
11;MARKUS PFEIFFER;credits_GERALT;;;;
11;DANIELA BETTE-KOCH;credits_ANNAHENRIETTA;;;;
11;KATJA LIEBING;credits_SYANNA;;;;
11;BERND REHEUSER;credits_REGIS;;;;
11;ANDRÉ BEYER;credits_DAMIEN;;;;
11;NILS KREUTINGER;credits_DETTLAFF;;;;
11;;;;;;
11;;credits_ROACH;;;;
11;UKE BOSSE;;;;;
11;;;;;;
11;;credits_ADDITIONAL_VO;;;;
11;ERIK "GRONKH" RANGE;;;;;
11;TATJANA "PANDORYA" WERTH;;;;;
11;PETER SMITS;;;;;
11;JONATHAN APELT;;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_FRENCH_LOCALIZATION;;;;
11;ASREC;;;;;
11;;;;;;
11;;credits_ARTISTIC_SUPERVISION_CPR;;;;
11;DAVID TRIEU;;;;;
11;;;;;;
11;;credits_CAST;;;;
11;DANIEL NJO LOBÉ;credits_GERALT;;;;
11;INGRID DONNADIEU;credits_ANNAHENRIETTA;;;;
11;BARBARA BERETTA;credits_SYANNA;;;;
11;PATRICK BORG;credits_REGIS;;;;
11;FRANCK MONSIGNY;credits_DAMIEN;;;;
11;DAVID KRÜGER;credits_DETTLAFF;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_ITALIAN_LOCALIZATION;;;;
