sectionID;Name;Title;x;y;time;delay
11;FILIP DOWNAR;;;;;
11;;;;;;
11;;credits_GAMEPLAY_QA;;;;
11;MARCIN MAJEWSKI;;;;;
11;ANDRZEJ ZAWADZKI;;;;;
11;MONIKA JANOWSKA;;;;;
11;MARIUSZ ANTKIEWICZ;;;;;
11;MARCIN CIERPICKI;;;;;
11;TOMASZ DETYNA;;;;;
11;KATARZYNA BUJKO;;;;;
11;JERZY PAŹ;;;;;
11;;;;;;
11;;credits_GAME_QA_COORDINATORS;;;;
11;BARTOSZ CZECHOWSKI;;;;;
11;MACIEJ LEMIESZ;;;;;
11;KATARZYNA WŁADYKA;;;;;
11;;;;;;
11;;credits_GAME_QA;;;;
11;MATEUSZ SYKUŁA;;;;;
11;MACIEJ NAKONIECZNY;;;;;
11;MONIKA GLINIECKA;;;;;
11;PRZEMYSłAW TARCZYŃSKI;;;;;
11;NATALIA KULTYS;;;;;
11;JULIA KUROWSKA;;;;;
11;KACPER ŁUKASZEWSKI;;;;;
11;ŁUKASZ KOTLARSKI;;;;;
11;MIKOŁAJ BŁASZCZAK;;;;;
11;PAWEŁ BĘDZIECHOWSKI;;;;;
11;ARNOLD HAPONIK;;;;;
11;ADAM SAJKOWSKI;;;;;
11;MICHAŁ KRUPIŃSKI;;;;;
11;MACIEJ OSTROWSKI;;;;;
11;JAKUB OLEKSÓW;;;;;
11;MARCIN PIEPRZOWSKI;;;;;
11;MICHAŁ ZBRZEŹNIAK;;;;;
11;;;;;;
11;;credits_ENGINE_QA;;;;
11;JAKUB MOKOSA;;;;;
11;MACIEJ ZNOSKO;;;;;
11;EWA KOPYCIŃSKA;;;;;
11;KAROL NERLO;;;;;
11;MARTYNA LIPIŃSKA;;;;;
11;;;;;;
11;;credits_ART_QA;;;;
11;MICHAŁ LEMIESZ;;;;;
11;TYMOTEUSZ GŁOWACKI;;;;;
11;MICHAŁ UZNAŃSKI;;;;;
11;JAKUB WICHNOWSKI;;;;;
11;MACIEJ FRONCZAK;;;;;
11;;;;;;
11;;credits_AUDIO_QA;;;;
11;PIOTR MALINOWSKI;;;;;
11;HANNA OBRADOVIC;;;;;
11;;;;;;
11;;credits_CINEMATICS_QA;;;;
11;RAFAŁ SAWICKI;;;;;
11;KACPER SZYMCZAK;;;;;
11;;;;;;
11;;credits_GWENT_DESIGNED_BY;;;;
11;DAMIEN MONNIER;;;;;
11;RAFAŁ JAKI;;;;;
11;MARCIN CIERPICKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_PRODUCTION_SUPPORT;;;;
11;MAREK MARKUSZEWSKI;;;;;
11;MAREK ZIEMAK;;;;;
11;MICHAŁ KRZEMIŃSKI;;;;;
11;AGNIESZKA KOŚLA;;;;;
11;;;;;;
11;;credits_ADDITIONAL_GAME_PROGRAMMERS;;;;
11;MAREK ROEFLER;;;;;
11;JAROSŁAW CIUPIŃSKI;;;;;
11;ERWAN BANCAL;;;;;
11;DOMINIK GOTOJUCH;;;;;
11;ARTUR STASZCZYK;;;;;
11;CARL GRANBERG;;;;;
11;MATEUSZ BUDA;;;;;
11;ROBERT AGUERO PADILLA;;;;
11;;;;;;
11;;credits_ADDITIONAL_ENGINE_PROGRAMMERS;;;;
11;CHRISTOPHER HARDWICK;;;;;
11;ARKADIUSZ ANTONIK;;;;;
11;TOMASZ CYBULSKI;;;;;
11;BARTŁOMIEJ WROŃSKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_WRITERS;;;;
11;MICHAŁ GAŁEK;;;;;
11;TOMASZ MARCHEWKA;;;;;
11;RAFAŁ PRASZCZAŁEK;;;;;
11;ROBERT OGŁODZIŃSKI;;;;;
11;STANISŁAW ŚWIĘCICKI;;;;;
11;ARTUR ŚLIWIŃSKI;;;;;
11;PAWEŁ ZYCH;;;;;
11;MARCIN BATYLDA;;;;;
11;;;;;;
11;;credits_ADDITIONAL_QUEST_DESIGNERS;;;;
11;HUBERT KUBIT;;;;;
11;ALEKSANDER LEBIEDOWICZ;;;;;
11;KRZYSZTOF JUSTYNSKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_GAME_DESIGNERS;;;;
11;MACIEJ SZCZEŚNIK;;;;;
11;MACIEJ MACH;;;;;
11;MAŁGORZATA NAPIONTEK;;;;;
11;MICHAŁ DOBROWOLSKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_ART_DIRECTION;;;;
11;JEAN-FRANCOIS MIGNAULT;;;;;
11;;;;;;
11;;credits_ADDITIONAL_CONCEPT_ARTISTS;;;;
11;ANDRZEJ DYBOWSKI;;;;;
11;KATARZYNA REDESIUK;;;;;
11;LEA ANNA LEONOWICZ;;;;;
11;MARTA DETTLAFF;;;;;
11;BERNARD KOWALCZUK;;;;;
11;JAMES MCDADE DALY;;;;;
11;LIEW CHIN HOONG;;;;;
11;ZUZANNA KAPUŚCIŃSKA;;;;;
11;BEATA RĄCZKA;;;;;
11;MACIEJ WOJTALA;;;;;
11;DARIO COELHO;;;;;
11;ŁUKASZ NOWICKI ;;;;;
11;STEFAN GROENWOUD;;;;;
11;PAWEŁ ZYCH;;;;;
11;;;;;;
11;;credits_ADDITIONAL_CHARACTER_ARTISTS;;;;
11;DAVID YABLONSKY;;;;;
11;ARKADIUSZ MATYSZEWSKI;;;;;
11;TOMASZ STEFAŃSKI;;;;;
11;MICHAŁ GODLEWSKI ;;;;;
11;SORIN GHEORGHE LUPU;;;;;
11;;;;;;
11;;credits_ADDITIONAL_ENVIRONMENT_ARTISTS;;;;
11;MACIEJ CAPUTA;;;;;
11;FABIAN KUBICKI;;;;;
11;KRZYSZTOF SZYMAŃSKI;;;;;
11;STEFAN GROENEWOULD;;;;;
11;ALFREDO O. ARANGO;;;;;
11;DAMIAN SZYMAŃSKI;;;;;
11;DOMINIK KOSICKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_LEAD_ANIMATOR;;;;
11;TAMARA ZAWADA;;;;;
11;;;;;;
11;;credits_ADDITIONAL_CHARACTER_ANIMATORS;;;;
11;JAKUB KISIEL;;;;;
11;MAREK TATAR;;;;;
11;MARK BONACCORSO;;;;;
11;BRANDON BORAH;;;;;
11;ANTONIN TRIPES;;;;;
11;;;;;;
11;;credits_ADDITIONAL_TEXTURE_ART;;;;
11;ANDRZEJ MARSZAŁEK;;;;;
11;;;;;;
11;;credits_ADDITIONAL_UI_ART;;;;
11;PRZEMYSŁAW JUSZCZYK;;;;;
11;IRINA MORARU;;;;;
11;;;;;;
11;;credits_ADDITIONAL_CINEMATICS;;;;
11;ERIC MEYER;;;;;
11;ADRIAN SOBIERAJ;;;;;
11;DANIEL DENISIUK;;;;;
11;MICHAŁ NIZIŃSKI;;;;;
11;JAKUB ZAWISTOWSKI;;;;;
11;ŁUKASZ SOPATA;;;;;
11;MARTYNA ZYCH;;;;;
11;SIERGIEJ WASILEWSKI;;;;;
11;PIOTR CHOMIAK;;;;;
11;BEATA RĄCZKA;;;;;
11;STANISŁAW ŚWIĘCICKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_AUDIO;;;;
11;RICHARD DEKKARD;;;;;
11;GENE ROZENBERG;;;;;
11;;;;;;
11;;credits_SPECIAL_AUDIO_MIX_TROLLS;;;;
11;DAVID A. WILLIAMS;;;;;
11;;;;;;
11;;credits_SPECIAL_THANKS;;;;
11;BEATA SIECZKO;;;;;
11;JACEK ROMAN;;;;;
11;DARIUSZ MYSŁOWSKI;;;;;
11;MARCIN MAJ;;;;;
11;GRUNWALD 2012;;;;;
11;;;;;;
11;;credits_ADDITIONAL_TRANSLATION;;;;
11;MARCIN ŁUKASZEWSKI;;;;;
11;NATALIA KLEPCZAREK;;;;;
11;MICHAŁ SADOWSKI;;;;;
11;PROCHOR ANISZCZUK;;;;;
11;KAROLINA NIEWĘGŁOWSKA;;;;;
11;;;;;;
11;;credits_ADDITIONAL_QA;;;;
11;ARTUR KEPEN;;;;;
11;MICHAŁ KRÓL;;;;;
11;KAROL GRZEŚKIEWICZ;;;;;
11;REBECCA DODD;;;;;
11;MARTA ANDRZEJAK;;;;;
11;ANDRZEJ MARUT;;;;;
11;GRACJAN ZŁOTUCHA;;;;;
11;AMELIA KOŁAT;;;;;
11;KAROL PYZIAK;;;;;
11;MARCIN KULIKOWSKI;;;;;
11;;;;;;
11;;credits_ADDITIONAL_ART_GWENT;;;;
11;;;;;;
11;;credits_GWENT_VFX;;;;
11;MARCIN PRZYBYŚ;;;;;
11;GRZEGORZ PRZYBYŚ;;;;;
11;;;;;;
11;;credits_SPECIAL_THANKS;;;;
11;ANNA PODEDWORNA;;;;;
11;;;;;;
11;;credits_MOCAP_ACTORS;;;;
11;MACIEJ KWIATKOWSKI (Geralt);;;;;
11;DARIUSZ DUDZIK;;;;;
11;ADRIANA KALSKA (Ciri);;;;;
11;MAYA KLIMEK;;;;;
11;SŁAWOMIR KUREK;;;;;
11;MAGDALENA KWAPIS;;;;;
11;TOMASZ LEWANDOWSKI;;;;;
11;MICHAŁ MACIASZEK;;;;;
11;ALEKSANDER MALISZEWSKI;;;;;
11;MARTA MARZĘCKA (Ciri);;;;;
11;ANDRZEJ PIEŃKO (Geralt);;;;;
11;WOJCIECH ROGUSKI;;;;;
11;MARIA ROZBICKA;;;;;
11;ANDRZEJ SKORUPA;;;;;
11;MARTA WIEJAK-GRAZKA;;;;;
11;PAULINA ZGODA (Ciri);;;;;
11;ADRIAN PERDJON;;;;;
11;;;;;;
11;;credits_HAIRSTYLIST;;;;
11;OKSANA STASIUK;;;;;
11;;;;;;
11;;credits_MODELS;;;;
11;KLAUDIA WRÓBEL;;;;;
11;HENRYK DĄBROWSKI;;;;;
11;MAŁGORZATA DŻUS;;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_MUSIC;;;;
11;;;;;;
11;;credits_MUSIC_COMPOSED_BY;;;;
11;MARCIN PRZYBYŁOWICZ;;;;;
11;MIKOLAI STROINSKI;;;;
11;;;;;;
11;;credits_ADDITIONAL_MUSIC;;;;
11;PERCIVAL;;;;;
11;;;;;;
11;;credits_TW3_MAIN_THEME;;;;
11;DAVID CHRISTIANSEN;credits_ORCHESTRATED_BY;;;;
11;BERND RUF;credits_CONDUCTOR;;;;
11;BRANDENBURGISCHES STAATSORCHESTER FRANKFURT;credits_PERFORMED_BY;;;;
11;DYNAMEDION & MARCIN PRZYBYŁOWICZ;credits_MIXED_BY;;;;
11;;;;;;
11;;credits_ORIGINAL_WITCHER_THEME;;;;
11;ADAM SKORUPA & PAWEŁ BŁASZCZAK;credits_COMPOSED_BY;;;;
11;;;;;;
11;;credits_ASSASSINS_KINGS_THEME;;;
11;ADAM SKORUPA & KRZYSZTOF WIERZYNKIEWICZ;credits_COMPOSED_BY;;;;
11;;;;;;
11;;credits_SORCERESS_THEME;;;
11;KRZYSZTOF WIERZYNKIEWICZ;credits_COMPOSED_BY;;;;
11;;;;;;
11;;credits_KAER_MORHEN_THEME;;;
11;ADAM SKORUPA;credits_COMPOSED_BY;;;;
11;MARCIN PRZYBYŁOWICZ;credits_ARRANGED_BY;;;;
11;;;;;;
11;;credits_INSTRUMENTS;;;;
11;CHRISTINA BOGDANOWA;credits_HAMMERED_DULCIMER;;;;
11;KATARZYNA BROMIRSKA;credits_ACCORDION_KEMENCHE;;;;
11;JOANNA LACHER;credits_PERCUSSION_VOCALS;;;;
11;MIKOŁAJ RYBACKI;credits_BOUZOUKI_MANDOLIN;;;;
11;ROBERT JAWORSKI;credits_LUTE_HURDY;;;;
11;AMIR YAGHMAI;credits_KEMENCHE_VIOLIN;;;;
11;JENNY TAKAMATSU;credits_VIOLIN;;;;
11;ANDREW DUCKLES;credits_VIOLA;;;;
11;;;;;;
11;;credits_RED_WITCHES_CHOIR;;;;
11;KAROLINA KUZIA;;;;;
11;PAULINA ŁUKIEWSKA;;;;;
11;KAROLINA NIEWĘGŁOWSKA;;;;;
11;MAGDALENA ORACZ-CHOMIUK;;;;;
11;AGNIESZKA PATYK;;;;;
11;KAROLINA STACHYRA;;;;;
11;EWA STILLER;;;;;
11;AGNIESZKA SZÓSTAK;;;;;
11;DARIA ZAWADA;;;;;
11;;;;;;
11;;credits_RECORDED_AT;;;;
11;SOUND AND MORE;;;;;
11;;;;;;
11;;credits_RECORDING_ENGINEER;;;;
11;RAFAŁ SMOLEŃ;;;;;
11;;;;;;
11;;credits_MASTERING;;;;
11;KAMIL BIEDRZYCKI;;;;;
11;MARK EVANS @ CANYON STUDIOS, LOS ANGELES, CA;;;;
11;;;;;;
11;***;;;;;
11;;;;;;
11;;credits_TW3_INTRO_CINEMATIC;;;;
11;PLATIGE IMAGE;;;;;
11;;;;;;
11;;credits_DIRECTOR;;;;
11;TOMEK BAGIŃSKI;;;;;
11;;;;;;
11;;credits_CG_SUPERVISOR;;;;
11;GRZEGORZ KUKUŚ;;;;;
11;;;;;;
11;;credits_ART_DIRECTOR;;;;
11;MACIEJ JACKIEWICZ;;;;;
11;;;;;;
11;;credits_EXECUTIVE_PRODUCER;;;;
11;MARCIN KOBYLECKI;;;;;
11;JAROSŁAW SAWKO;;;;;
11;PIOTR SIKORA;;;;;
11;;;;;;
11;;credits_PRODUCER;;;;
11;MARTA STANISZEWSKA;;;;;
11;;;;;;
11;;credits_ART_COORDINATOR;;;;
11;MONIKA PAĆKOWSKA;;;;;
11;;;;;;
11;;credits_LEAD_SHADING_ARTIST;;;;
11;WOJCIECH IDZI;;;;;
11;;;;;;
11;;credits_SHADING_ARTISTS;;;;
11;TOMASZ ZABOREK;;;;;
11;BARTŁOMIEJ WALENDZIAK;;;;;
11;MACIEJ BUGAJSKI;;;;;
11;;;;;;
11;;credits_ENVIRONMENT_ARTIST;;;;
11;MARCIN STĘPIEŃ;;;;;
11;;;;;;
11;;credits_FX_TD;;;;
11;MICHAŁ FIREK;;;;;
11;;;;;;
11;;credits_LIGHTING_ARTISTS;;;;
11;KRZYSZTOF OLSZEWSKI;;;;;
11;WOJCIECH IDZI;;;;;
11;MICHAŁ SKRZYPIEC;;;;;
11;KRZYSZTOF DĘBSKI;;;;;
11;MARIUSZ GIĘTKOWSKI;;;;;
11;GRZEGORZ KUKUŚ;;;;;
11;;;;;;
11;;credits_SIMULATION_TD;;;;
11;MACIEJ BENCZARSKI;;;;;
11;MAREK SULĘCKI;;;;;
11;;;;;;
11;;credits_LEAD_CHARACTER_TD;;;;
11;MATEUSZ POPŁAWSKI;;;;;
11;;;;;;
11;;credits_CHARACTER_TD;;;;
11;ŁUKASZ SALABURA;;;;;
11;MACIEJ WOJTYNA;;;;;
11;MATEUSZ KRUCZAŁA;;;;;
11;;;;;;
11;;credits_LEAD_PIPELINE_TD;;;;
11;MICHAŁ KRUPA;;;;;
11;;;;;;
11;;credits_PIPELINE_TD;;;;
11;ADA PAWŁOWSKA;;;;;
11;;;;;;
11;;credits_ANIMATION;;;;
11;ARKADIUSZ FIRLIT;;;;;
11;SEBASTIAN KALEMBA;;;;;
11;TYCJAN BARTUŚ;;;;;
11;BŁAŻEJ ANDRZEJEWSKI;;;;;
11;JUAN DIEGO LIZA;;;;;
11;MARTA ZDUNEK;;;;;
11;MATEUSZ GOLIK;;;;;
11;;;;;;
11;;credits_CHARACTER_MODELERS;;;;
11;TOMASZ WRÓBEL;;;;;
11;ARTUR OWŚNICKI;;;;;
11;KLAUDIUSZ WESOŁOWSKI;;;;;
11;TOMASZ STRYJEWSKI;;;;;
11;SEID TURSIC;;;;;
11;;;;;;
11;;credits_LAYOUT_ARTISTS;;;;
11;DOMINIK WAWRZYNIAK;;;;;
11;MICHAŁ KALENIECKI;;;;;
11;BŁAŻEJ ANDRZEJEWSKI;;;;;
11;BARTŁOMIEJ KIK;;;;;
11;;;;;;
11;;credits_COMPOSITING_ARTIST;;;;
11;MACIEJ JACKIEWICZ;;;;;
11;;;;;;
11;;credits_MOTION_CAPTURE_TD;;;;
11;MATEUSZ GOLIK;;;;;
11;ŁUKASZ SALABURA;;;;;
11;;;;;;
11;;credits_3D_SCANNING;;;;
11;KLAUDIUSZ WESOŁOWSKI;;;;;
11;;;;;;
11;;credits_HAIR_GROOMER;;;;
11;STANISŁAW MAREK;;;;;
11;;;;;;
11;;credits_ADDITIONAL_ARTIST;;;;
11;DAWID KOPESTYŃSKI;;;;;
11;ADAM GUZOWSKI;;;;;
11;DANIEL SCHMID LEAL;;;;;
11;PIOTR SUCHODOLSKI;;;;;
11;BARTOSZ GRZYBOWSKI;;;;;
11;;;;;;
11;;credits_CTO;;;;
11;TOMASZ KRUSZONA;;;;;
11;;;;;;
11;;credits_IT;;;;
11;JAKUB DĄBROWSKI;;;;;
11;PIOTR GETKA;;;;;
11;ŁUKASZ OLEWNICZAK;;;;;
11;TOMASZ ZAJĄC;;;;;
11;;;;;;
11;;credits_DI_SUPPORT;;;;
11;MACIEJ ŻAK;;;;;
11;PIOTR JANISIEWICZ;;;;;
11;MACIEJ NIEMIRSKI;;;;;
11;ŁUKASZ SZULC;;;;;
11;MICHAŁ WŁASIUK;;;;;
11;;;;;;
11;;credits_SOUND_PRODUCER;;;;
11;KATARZYNA KOWALCZYK/JUICE;;;;;
